device_id,endurance,cost_perf,photo,performance,good_word,total_score
1115440,5.6,5.6,4,4.6,"电池容量大(1),机身内存大(1),运行内存大(1),运行流畅(1),性价比高(1)",6
1115478,5.4,6.1,7.4,6.2,"外观漂亮(11),性价比高(6),运行流畅(5),系统流畅(4),分辨率高(3),价格合理(3),成像效果好(2)",8
1115501,3.1,3.1,3.9,3.9,外观漂亮(1),4.7
1115589,9,9,0,0,"",8.8
1115603,7.9,8.8,8.9,2,"手感舒适(1),外观漂亮(1)",8.7
1115625,6.1,6.3,7,2,"外观漂亮(77),运行流畅(27),价格便宜(20),音色音质好(21),性价比高(9),机身内存大(7),网速快(7)",6.8
1115941,7.9,7.4,8.4,8,"外观漂亮(36),手感舒适(15),运行流畅(13),成像效果好(13),性能好(11),屏幕大(8),屏幕效果好(8)",8
1115953,7.3,6.9,8.6,4,"外观漂亮(403),运行流畅(210),手感舒适(193),续航出色(167),系统流畅(86),机身内存大(89),屏幕效果好(74)",8.3
1116001,5.7,5.4,5.3,4,"续航出色(83),性价比高(62),运行流畅(55),电池容量大(50),外观漂亮(34),屏幕大(29),手感舒适(23)",7
1116112,7.6,8.5,7.8,2,"外观漂亮(222),运行流畅(145),续航出色(117),手感舒适(107),屏幕大(88),性价比高(61),音色音质好(59)",8.5
1116198,0,0,0,0,"",0
1116453,6.4,5.8,7.6,2,"外观漂亮(67),屏幕效果好(28),运行流畅(22),性价比高(19),分辨率高(16),手感舒适(15),音色音质好(13)",6.8
1116858,6.4,6.4,6.4,6.4,价格便宜(1),8
1116862,4.1,3.3,4.9,4.9,"",5.5
1116867,8,8,8,8,屏幕大(1),10
1116912,3.6,3.6,4.6,4.2,"外观漂亮(9),分辨率高(2),网络信号稳定(1),屏幕效果好(1),系统流畅(1),运行流畅(1),音色音质好(1)",5.5
1116928,9,8.3,7,2,"续航出色(254),外观漂亮(188),运行流畅(143),电池容量大(139),手感舒适(105),性价比高(83),系统流畅(37)",8.1
1117065,7.7,8,0,0,"游戏完美运行(2),价格实惠(2),性能强悍(2),性价比较高(1),游戏运行流畅(1),速度流畅(1)",8.7
1117070,7.7,8,0,0,"游戏完美运行(2),价格实惠(2),性能强悍(2),游戏运行流畅(1),速度流畅(1),性价比较高(1)",8.7
1117181,6.1,6.4,6.4,6.4,外观漂亮(1),8.1
1117242,6.7,5.8,6.9,6.8,"外观漂亮(183),屏幕大(176),运行流畅(113),续航出色(102),电池容量大(80),手感舒适(56),系统流畅(50)",8.3
1117245,6.7,5.8,6.9,6.8,"外观漂亮(183),屏幕大(176),运行流畅(113),续航出色(102),电池容量大(80),手感舒适(56),系统流畅(50)",8.3
1117277,0,0,0,0,"",0
1135452,4.8,5.6,7.6,6.3,"外观漂亮(11),音色音质好(6),屏幕效果好(5),游戏运行流畅(4),界面简约(4),手感舒适(3),分辨率高(3)",8
1135597,7,7.3,7.3,8.5,"外观漂亮(41),屏幕大(35),运行流畅(29),性价比高(20),续航出色(15),系统强悍(15),手感舒适(13)",6.9
1135602,7,7.3,7.3,8.5,"外观漂亮(41),屏幕大(35),运行流畅(29),性价比高(20),续航出色(15),系统强悍(15),屏幕效果好(13)",6.9
1135689,2.6,5.5,6.6,5.8,"屏幕效果好(2),屏幕大(1),手感舒适(1),机身内存大(1),成像效果好(1),价格合理(1),外观漂亮(1)",7.4
1135734,6.6,5.1,6,6,"续航出色(6),屏幕大(6),电池容量大(6),运行流畅(6),价格便宜(4),屏幕效果好(3),界面简约(2)",7.4
1136359,7.5,8.2,8.1,8.6,"性价比高(49),续航出色(40),运行流畅(40),外观漂亮(38),机身内存大(22),手感舒适(18),信号好(14)",7.5
1136430,6.1,5.2,5.2,2,"电池容量大(28),续航出色(24),运行流畅(12),性价比高(12),价格便宜(11),外观漂亮(8),屏幕效果好(6)",6.6
1136432,7,7.3,7.3,8.5,"外观漂亮(41),屏幕大(35),运行流畅(29),性价比高(20),续航出色(15),系统强悍(15),手感舒适(13)",6.9
1136669,4.8,4.8,4.8,4.8,"",6
1136694,0,0,0,0,"",0
1136819,5.1,5.6,6.9,5.9,"外观漂亮(28),运行流畅(26),屏幕大(17),手感舒适(13),屏幕效果好(11),信号好(8),性价比高(8)",7.5
1136940,7.3,7.3,6.6,7,性价比高(1),8.8
1136983,4.8,4.8,4.8,4.8,"",6
1136985,3.2,3.2,3.2,3.2,"",4
1137215,4.3,4.3,6.4,4.3,"外观漂亮(1),系统流畅(1),机身内存大(1)",6.6
1137292,6.1,4.5,6.1,6.1,"",7.2
1137431,3.2,3.2,4.8,3.2,外观漂亮(1),4.6
1137557,5.5,7.1,8.7,8.7,"分辨率高(2),运行流畅(1)",9.8
1137676,4.5,5.1,5,5,"性价比高(29),外观漂亮(20),价格便宜(16),运行流畅(14),屏幕效果好(9),手感舒适(6),屏幕大(4)",6.3
1137717,6.5,5.1,0,0,"",6.8
1137748,4.8,5.6,7.6,6.3,"外观漂亮(11),音色音质好(6),屏幕效果好(5),界面简约(4),游戏运行流畅(4),手感舒适(3),分辨率高(3)",8
1137960,4.5,4.8,3.8,4,"外观漂亮(7),运行流畅(2),性价比高(2),价格便宜(1),屏幕大(1),视频流畅效果好(1)",5.9
1137983,8,8,8,8,"",10
1138145,9,3.6,8.7,5.4,"屏幕大(1),成像效果好(1),屏幕效果好(1)",8.4
1138147,5.4,7,5.8,4,"外观漂亮(122),性价比高(58),运行流畅(45),屏幕大(32),价格便宜(26),手感舒适(26),屏幕效果好(24)",6.1
1138159,5.4,5.4,6.1,8,"外观漂亮(116),性价比高(99),运行流畅(73),屏幕大(46),手感舒适(43),性能好(38),屏幕效果好(37)",7.5
1138164,7.6,6.8,8.3,5.4,"运行流畅(7),屏幕效果好(5),外观漂亮(4),音色音质好(3),手感舒适(4),性能好(3),续航出色(3)",8
1138278,6.7,6.6,7.3,5.4,"外观漂亮(39),运行流畅(22),机身内存大(16),手感舒适(14),音色音质好(11),系统强悍(7),性价比高(8)",7.4
1138326,5.2,5.2,5.2,5.2,"",6.5
1138331,6.4,5.2,4.4,4.4,"电池容量大(2),外观漂亮(1),性能好(1),系统流畅(1),价格便宜(1)",6.5
1138681,5.6,5.6,5.6,5.6,价格便宜(2),7
1138684,3.2,3.2,3.2,5.4,"",5.3
1138691,3.2,3.2,4.8,3.2,系统流畅(1),4.6
1138705,8,8,8,8,"",10
1138766,4.5,4.2,4.8,5.1,"外观漂亮(1),价格实惠(1),多媒体娱乐功能强(1),性价比高(1)",6.1
1138770,4.8,4.8,3.2,3.2,价格便宜(1),5
1138896,8.1,6,5.9,2,"电池容量大(4),性价比高(1),价格合理(1),系统强悍(1),屏幕显示出色(1),手感舒适(1),价格便宜(1)",5.8
1139028,5.1,4.8,7.8,6.1,"外观漂亮(9),音色音质好(2),电池容量大(2),手感舒适(2),价格便宜(1),性价比高(1),摄像效果出色(1)",7.7
1139034,5.1,4.8,7.8,6.1,"外观漂亮(9),手感舒适(2),音色音质好(2),电池容量大(2),摄像效果出色(1),音乐播放效果出色(1),屏幕效果好(1)",7.7
1139035,5.1,4.8,7.8,6.1,"外观漂亮(9),电池容量大(2),手感舒适(2),音色音质好(2),性价比高(1),摄像效果出色(1),音乐播放效果出色(1)",7.7
1139112,5.5,7,7.1,2,"外观漂亮(5),手感舒适(4),屏幕大(2),性价比高(1),机身内存大(1)",7.7
1139113,6.7,4.1,4.7,5.1,"续航出色(3),外观漂亮(3),运行内存大(2),机身内存大(1),系统强悍(1),游戏运行流畅(1),价格合理(1)",6.6
1139555,7.4,7.3,7.7,7.3,"外观漂亮(8),手感舒适(4),运行流畅(4),性能不错(1),性价比高(1),屏幕大(1),屏幕显示出色(1)",9.3
1139564,7.6,7.6,7.6,7.9,"外观漂亮(3),机身轻薄(3),屏幕效果好(1),硬件配置强悍(1),性能好(1)",9.7
1139571,8.5,8.4,8.1,2,"外观漂亮(2),续航出色(1),性能不错(1),系统流畅(1)",8.4
1139597,8.5,8.4,8.1,2,"外观漂亮(2),续航出色(1),性能不错(1),系统流畅(1)",8.4
1139598,7.6,7.6,7.6,7.9,"外观漂亮(3),机身轻薄(3),屏幕效果好(1),硬件配置强悍(1),性能好(1)",9.7
1139599,7.6,7.6,7.6,7.9,"外观漂亮(3),机身轻薄(3),屏幕效果好(1),硬件配置强悍(1),性能好(1)",9.7
1139662,6.5,5.7,6.5,6.5,"运行流畅(1),外观漂亮(1),系统强悍(1)",7.9
1139722,3.2,3.2,3.2,3.2,"外观漂亮(1),性价比高(1)",4
1139731,2.3,2.3,2.3,2.3,性价比高(1),3.2
1139833,3.7,4.1,5.1,4.7,"价格便宜(1),外观漂亮(2),屏幕大(2),信号强(1),机身内存大(1),价格合理(1),续航出色(1)",5.6
1140146,6.3,5.2,4.9,2.9,"续航出色(28),电池容量大(22),性价比高(19),手感舒适(11),价格便宜(11),运行流畅(8),外观漂亮(6)",6.6
1140151,6.9,5.7,8.5,5.4,"外观漂亮(11),手感舒适(5),系统强悍(5),屏幕大(4),续航出色(1),价格便宜(2),界面简约(2)",7.8
1140187,6.7,6.5,7.2,2,"外观漂亮(5),分辨率高(1),性价比高(1),屏幕大(1),硬件配置强悍(1)",7
1140198,4,4.8,4,4.8,价格便宜(1),5.4
1140399,8,8,0,0,速度流畅(1),8
1140424,3.5,5.9,2.7,4.3,外观漂亮(1),5.2
1140451,7.2,5.4,5.4,5,"电池容量大(4),续航出色(3),音色音质好(1),外观漂亮(1),运行流畅(1),屏幕效果好(1)",7.1
1140459,7.8,7.1,7.4,4,"续航出色(5),性价比高(3),屏幕大(2),屏幕效果好(1),外观漂亮(1),游戏运行流畅(1),价格便宜(1)",7.3
1140543,8.4,8.4,0,0,"性能强悍(4),屏幕大(2),游戏完美运行(1),外观漂亮(1),屏幕清晰(1),手感舒适(1)",8.7
1140558,5.1,5.1,5.1,5.1,"价格便宜(1),电池容量大(1)",6.4
1140666,7.4,6.9,8.1,8.5,"外观漂亮(14),运行流畅(12),屏幕效果好(12),手感舒适(9),音色音质好(9),信号好(7),音乐播放效果出色(6)",8.2
1140959,3.2,5.6,2.4,2.4,"价格便宜(1),运行流畅(1),性价比高(1)",4.5
1140969,4.1,5.4,5.7,6.7,"外观漂亮(2),音色音质好(1),价格合理(1),手感舒适(1),性价比高(1)",7.3
1141035,3.2,3.2,3.2,3.2,手感舒适(1),4.4
1141058,4.7,4.7,3.6,3.6,"性价比高(1),外观漂亮(1),手感舒适(1)",5.6
1141083,7.1,6.9,8.1,9,"运行流畅(28),外观漂亮(20),性能好(16),性价比高(14),系统强悍(13),手感舒适(12),价格便宜(11)",8
1141198,7.7,6.8,8.4,8.5,"运行流畅(47),外观漂亮(43),屏幕大(42),手感舒适(28),屏幕效果好(29),续航出色(25),性价比高(24)",8.4
1141204,6.9,6.9,7.1,4,"运行流畅(22),续航出色(16),信号好(14),性价比高(11),外观漂亮(9),屏幕效果好(7),信号强(5)",7.5
1141207,4.8,5,5.4,5.4,"外观漂亮(55),运行流畅(30),屏幕大(25),手感舒适(19),音色音质好(12),屏幕效果好(5),机身内存大(5)",7.1
1141520,6.4,6.6,7.4,7.7,"电池容量大(4),续航出色(3),屏幕效果好(3),运行流畅(2),电池出色(1),屏幕大(1),手感舒适(1)",8.7
1141542,6.3,6,5.4,10,"外观漂亮(23),屏幕大(18),性能好(16),电池容量大(15),性价比高(14),机身内存大(9),手感舒适(9)",7.8
1141601,6.4,6.4,6.4,6.4,运行内存大(1),8
1141626,7.6,6.8,8.3,5.4,"运行流畅(7),屏幕效果好(5),手感舒适(4),外观漂亮(4),音色音质好(3),续航出色(3),性能好(3)",8
1141689,8,0,8,0,"续航出色(1),信号好(1),电池容量大(1),系统强悍(1),硬件配置强悍(1)",9
1141792,4.8,5.2,5.8,6,"外观漂亮(55),运行流畅(31),手感舒适(16),价格便宜(14),音色音质好(12),续航出色(9),性价比高(9)",7.2
1141800,4.8,5,5.4,5.4,"外观漂亮(55),运行流畅(30),屏幕大(25),手感舒适(19),音色音质好(12),机身内存大(5),屏幕效果好(5)",7.1
1141873,5.9,6.4,6.5,2,"外观漂亮(2),性价比高(1),价格实惠(1),游戏运行流畅(1),性能好(1),价格合理(1),屏幕反应灵敏(1)",6.4
1141899,6.9,6.9,7.1,4,"运行流畅(22),续航出色(16),信号好(14),性价比高(11),外观漂亮(9),屏幕效果好(7),信号强(5)",7.5
1141952,0,0,0,0,"",0
1141960,6.6,7,8.1,3.5,"外观漂亮(27),手感舒适(20),屏幕效果好(15),运行流畅(15),分辨率高(11),系统流畅(10),性价比高(11)",8.1
1142036,6.1,5.2,5.2,2,"电池容量大(28),续航出色(24),运行流畅(12),性价比高(12),价格便宜(11),外观漂亮(8),屏幕效果好(6)",6.6
1142038,4.7,5.2,5.6,6,"性价比高(46),运行流畅(43),手感舒适(36),外观漂亮(34),屏幕效果好(14),续航出色(13),价格便宜(10)",6.7
1142123,6.4,6.1,7.3,2,"外观漂亮(81),手感舒适(38),运行流畅(26),屏幕效果好(19),屏幕大小适中(16),续航出色(13),音色音质好(11)",6.8
1142145,4.1,4.8,5.7,5.7,"外观漂亮(5),手感舒适(2),续航出色(1),摄像效果出色(1),屏幕大(1),信号好(1),运行流畅(1)",6.9
1142162,4.5,4.3,5.4,6,"外观漂亮(28),手感舒适(10),机身内存大(11),运行流畅(9),性价比高(9),价格便宜(4),系统强悍(4)",6.5
1142418,8.9,7.4,7.6,5.4,"续航出色(22),屏幕大(15),外观漂亮(11),性价比高(11),屏幕效果好(8),手感舒适(9),处理器不错(6)",8
1142432,6.7,6,5.7,5.7,"续航出色(5),价格便宜(3),手感舒适(3),电池容量大(3),性价比高(2),外观漂亮(1),软件不错(1)",7.5
1142518,5,5.2,5.9,4,"外观漂亮(150),屏幕大(109),运行流畅(64),屏幕效果好(54),手感舒适(43),性价比高(44),性能好(35)",7.1
1142643,6.4,5.6,5.1,5.4,"屏幕大(84),续航出色(35),电池容量大(30),性价比高(13),外观漂亮(13),价格便宜(10),运行流畅(8)",7.5
1142743,4.8,3.2,4.8,6.4,机身轻薄(1),6.4
1142744,4.8,3.2,4.8,6.4,机身轻薄(1),6.4
1142847,4.7,5.4,5.5,5.8,"外观漂亮(3),摄像效果出色(2),相机像素高(1),性价比高(1),分辨率高(1),运行流畅(1)",7
1142849,4.2,7.2,5.6,6.5,屏幕显示出色(1),7.5
1142869,4.7,5.4,5.5,5.8,"外观漂亮(3),摄像效果出色(2),相机像素高(1),性价比高(1),分辨率高(1),运行流畅(1)",7
1142874,4.2,7.2,5.6,6.5,屏幕显示出色(1),7.5
1142876,6.6,7.4,7.7,8,"屏幕效果好(31),屏幕大(31),性价比高(29),运行流畅(26),外观漂亮(16),价格便宜(14),拍照清晰(12)",7.1
1142883,4,5.1,5.1,5,"外观漂亮(30),性价比高(17),价格便宜(13),运行流畅(14),屏幕大(9),拍照清晰(8),机身内存大(5)",6.2
1142899,4.1,5.2,5.2,4.6,"性价比高(1),续航出色(1),运行流畅(1),屏幕效果好(1)",6.5
1142909,3.2,4.8,3.2,4.8,"性能好(1),运行流畅(1),价格便宜(1)",5.7
1143061,6,6.2,6.3,2,"外观漂亮(11),手感舒适(6),外观圆润(3),网速快(2),运行流畅(1),机身内存大(1)",7
1143065,5.4,4,4.6,4.9,"外观漂亮(4),续航出色(2),价格便宜(1),运行流畅(1),屏幕大(1)",6.1
1143067,5.4,4,4.6,4.9,"外观漂亮(4),续航出色(2),屏幕大(1),价格便宜(1),运行流畅(1)",6.1
1143154,8.3,6.9,9,5.4,"外观漂亮(197),续航出色(126),电池容量大(105),运行流畅(93),屏幕大(93),手感舒适(54),分辨率高(48)",8.6
1143323,5.4,5.4,6.1,8,"外观漂亮(116),性价比高(99),运行流畅(73),屏幕大(46),手感舒适(43),性能好(38),屏幕效果好(37)",7.5
1143342,7.7,8,0,0,"游戏完美运行(2),价格实惠(2),性能强悍(2),游戏运行流畅(1),速度流畅(1),性价比较高(1)",8.7
1143346,7.7,8,0,0,"游戏完美运行(2),价格实惠(2),性能强悍(2),游戏运行流畅(1),速度流畅(1),性价比较高(1)",8.7
1143415,6.9,6.9,7.1,4,"运行流畅(22),续航出色(16),信号好(14),性价比高(11),外观漂亮(9),屏幕效果好(7),信号强(5)",7.5
1143621,3.2,4.8,3.2,3.2,"",4.6
1143667,7.3,6.9,8.6,4,"外观漂亮(403),运行流畅(210),手感舒适(193),续航出色(167),系统流畅(86),机身内存大(89),屏幕效果好(74)",8.3
1143890,0,0,0,0,外观简约(1),8
1143907,0,0,0,0,"",0
1143921,0,0,0,0,"",0
1143928,0,0,0,0,字体大(1),8
1143936,0,0,0,0,手感舒适(1),8.7
1144011,4.5,4.7,3.9,4.7,"外观漂亮(39),价格便宜(26),屏幕效果好(13),屏幕大(11),续航出色(9),机身内存大(8),运行流畅(6)",6.1
1144107,8.3,6.1,8.6,4.4,"运行流畅(5),外观漂亮(4),续航出色(2),手感舒适(2),成像效果好(1),游戏运行流畅(1),屏幕大(1)",8.2
1144147,7,5.9,8.6,4,"外观漂亮(6),性价比高(1),成像效果好(1),摄像效果出色(1),系统流畅(1),价格便宜(1)",7.4
1144200,6.4,5.6,5.1,5.4,"屏幕大(84),续航出色(35),电池容量大(30),性价比高(13),外观漂亮(13),价格便宜(10),运行流畅(8)",7.5
1144202,6.4,5.6,5.1,5.4,"屏幕大(84),续航出色(35),电池容量大(30),性价比高(13),外观漂亮(13),价格便宜(10),运行流畅(8)",7.5
1144322,4,4.2,4,3.9,"运行流畅(1),手感舒适(1)",5.3
1144337,4.4,4.9,5.7,5.7,"外观漂亮(6),屏幕效果好(5),手感舒适(5),性能好(2),机身小巧(2),网速快(1),续航出色(1)",6.7
1144439,7.2,5.4,5.4,5,"电池容量大(4),续航出色(3),运行流畅(1),屏幕效果好(1),音色音质好(1),外观漂亮(1)",7.1
1144479,6,6.4,6.4,5.4,"外观漂亮(134),运行流畅(55),性价比高(46),屏幕效果好(42),屏幕大(36),手感舒适(32),机身内存大(20)",6.5
1144517,4.9,4.3,4.8,5,"外观漂亮(7),机身内存大(4),手感舒适(4),运行流畅(3),价格便宜(2),运行内存大(2),屏幕大(2)",6.3
1144656,5.7,6,6.8,3.5,"运行流畅(11),外观漂亮(9),性价比高(5),分辨率高(2),游戏运行流畅(2),电池容量大(1),价格便宜(1)",6.3
1144657,5.5,5.1,5.1,8,"外观漂亮(31),手感舒适(18),电池容量大(18),性价比高(10),续航出色(9),运行流畅(9),屏幕效果好(6)",6.7
1144734,6.8,3.6,7.4,4.7,"性价比高(1),屏幕大(1)",6.6
1144756,7.2,5.6,8,6.4,手感舒适(1),8.8
1144758,5.6,0,5.6,0,"",7
1144851,6.3,6,5.4,10,"外观漂亮(23),屏幕大(18),性能好(16),电池容量大(15),性价比高(14),机身内存大(9),手感舒适(9)",7.8
1144933,4,3.2,4,4,"",5
1145038,3.1,3.9,7.1,5.5,外观漂亮(1),6.1
1145105,4.2,3.4,2.7,3.4,"外观漂亮(4),屏幕大(2),价格便宜(2),运行流畅(1),电池容量大(1),游戏运行流畅(1)",4.6
1145125,3.4,3.4,4.5,4.2,"外观漂亮(6),手感舒适(3),分辨率高(2),软件不错(2),续航出色(1),性能好(1),运行流畅(1)",5.4
1145130,6.4,6.4,3.2,3.2,"",6
1145244,0,0,0,0,"",0
1145250,5.5,5.5,5.5,5.5,"",7.3
1145312,7.1,7.2,0,0,"外观漂亮(4),音质不错(2),价格实惠(2),屏幕结实(1)",7
1145403,7.6,8.9,0,0,手感舒适(1),8.4
1145416,7.4,6.9,8.1,8.5,"外观漂亮(14),运行流畅(12),屏幕效果好(12),手感舒适(9),音色音质好(9),信号好(7),音乐播放效果出色(6)",8.2
1145417,7.4,6.9,8.1,8.5,"外观漂亮(14),运行流畅(12),屏幕效果好(12),音色音质好(9),手感舒适(9),信号好(7),音乐播放效果出色(6)",8.2
1145444,7.1,6.5,8.4,9.5,"外观漂亮(6),性能好(3),屏幕效果好(2),运行流畅(2),手感舒适(2),电池容量大(2),摄像效果出色(2)",8.3
1145535,7.5,7.4,8.4,4,"外观漂亮(114),续航出色(56),屏幕大(56),运行流畅(50),手感舒适(36),音色音质好(29),性价比高(26)",8.3
1145544,0,0,0,0,"",0
1145613,4.8,5.3,6.4,6.9,"机身内存大(2),运行流畅(1),运行内存大(1)",7.6
1145620,0,0,0,0,"",0
1145666,10,8,0,0,"外观漂亮(1),键盘舒适(1)",7.7
1145872,6.7,6,5.7,5.7,"续航出色(5),价格便宜(3),手感舒适(3),电池容量大(3),性价比高(2),软件不错(1),外观漂亮(1)",7.5
1145877,6.8,6.9,8.3,5.4,"外观漂亮(151),运行流畅(104),手感舒适(68),续航出色(44),音色音质好(36),机身内存大(31),电池容量大(26)",8
1145878,0,0,0,0,"外观漂亮(1),手感舒适(1)",8.7
1146114,6.4,5.6,5.1,5.4,"屏幕大(84),续航出色(35),电池容量大(30),性价比高(13),外观漂亮(13),价格便宜(10),运行流畅(8)",7.5
1146159,7,8.3,6.8,3,"外观漂亮(10),性价比高(6),运行流畅(6),手感舒适(4),系统流畅(2),价格便宜(2),价格实惠(1)",7.8
1146178,7,8.3,6.8,3,"外观漂亮(10),性价比高(6),运行流畅(6),手感舒适(4),系统流畅(2),价格便宜(2),价格合理(1)",7.8
1146351,5.3,5.9,5.9,6.1,"外观漂亮(13),机身内存大(9),手感舒适(8),性价比高(7),运行流畅(6),电池容量大(5),系统流畅(5)",7.5
1146632,6.3,5.2,4.9,2.9,"续航出色(28),电池容量大(22),性价比高(19),手感舒适(11),价格便宜(11),运行流畅(8),外观漂亮(6)",6.6
1146855,5.7,6,6.8,3.5,"运行流畅(11),外观漂亮(9),性价比高(5),分辨率高(2),游戏运行流畅(2),系统流畅(1),价格合理(1)",6.3
1146957,0,0,0,0,价格实惠(1),4
1147221,0,0,0,0,"",0
1147271,10,9.7,0,0,"",9.9
1147355,7.1,7.2,0,0,"外观漂亮(4),音质不错(2),价格实惠(2),屏幕结实(1)",7
1147452,4.6,5.4,3,5.4,"外观漂亮(1),电池容量大(1)",6
1147472,7.4,8,6.4,7,"性价比高(1),屏幕大(1),界面简约(1),续航出色(1)",9.1
1147597,8,8,8,8,电池容量大(1),10
1147812,8.1,7.8,8.6,5.4,"外观漂亮(108),运行流畅(70),续航出色(65),手感舒适(53),屏幕大(44),电池容量大(42),屏幕效果好(26)",8.5
1148152,6,6.4,6.4,5.4,"外观漂亮(134),运行流畅(55),性价比高(46),屏幕效果好(42),屏幕大(36),手感舒适(32),机身内存大(20)",6.5
1148214,8.4,8.4,0,0,"性能强悍(4),屏幕大(2),屏幕清晰(1),手感舒适(1),游戏完美运行(1),外观漂亮(1)",8.7
1148215,7.7,8,0,0,"性能强悍(2),游戏完美运行(2),价格实惠(2),游戏运行流畅(1),速度流畅(1),性价比较高(1)",8.7
1148562,8.7,7.1,6.6,3,"电池容量大(5),屏幕大(3),续航出色(4),机身内存大(1)",6.7
1148642,5.3,5.6,5.9,8,"系统强悍(26),性能好(27),运行流畅(26),外观漂亮(22),性价比高(20),屏幕效果好(13),手感舒适(10)",6.8
1148733,0,0,0,0,"",0
1148746,7.7,6.1,6.1,2.9,"续航出色(5),运行流畅(4),外观漂亮(3),音色音质好(2),视频流畅效果好(2),屏幕效果好(1),机身内存大(1)",5.5
1148833,6.9,5.5,7.5,9.2,"价格便宜(2),内存充足(2),价格合理(1)",8.2
1148852,4.8,5.2,5.8,6,"外观漂亮(55),运行流畅(31),手感舒适(16),价格便宜(14),音色音质好(12),续航出色(9),性价比高(9)",7.2
1148853,4.7,5.4,5.5,5.8,"外观漂亮(3),摄像效果出色(2),相机像素高(1),性价比高(1),分辨率高(1),运行流畅(1)",7
1149105,6.4,8,7.5,2.9,"系统流畅(1),运行流畅(1)",7.4
1149191,6.5,7.1,7.5,8.5,"外观漂亮(122),运行流畅(65),手感舒适(66),性价比高(23),系统强悍(18),续航出色(16),成像效果好(13)",7.8
1149217,5.2,5.2,5.2,5.2,"",6.5
1149243,5.7,5.7,6.6,2,"价格便宜(2),机身内存大(2)",5.5
1149824,5.9,4.5,6.6,5.4,"系统流畅(3),屏幕效果好(3),字体大(1),外观漂亮(1),续航出色(1),运行流畅(1)",7
1150050,5.1,5.1,4.9,8,"外观漂亮(60),手感舒适(47),运行流畅(29),性价比高(28),电池容量大(19),屏幕大(17),屏幕效果好(17)",6.3
1150302,5.9,4.5,6.6,5.4,"系统流畅(3),屏幕效果好(3),字体大(1),外观漂亮(1),续航出色(1),运行流畅(1)",7
1150311,5.9,4.5,6.6,5.4,"系统流畅(3),屏幕效果好(3),字体大(1),外观漂亮(1),续航出色(1),运行流畅(1)",7
1150599,6.8,6.2,6.2,6.8,"价格便宜(2),屏幕大(2),性价比高(1),运行流畅(1)",8.3
1150736,0,0,0,0,"",5
1150758,8.4,8.4,0,0,"性能强悍(4),屏幕大(2),屏幕清晰(1),手感舒适(1),游戏完美运行(1),外观漂亮(1)",8.7
1150849,5.5,5.1,5.1,8,"外观漂亮(31),手感舒适(18),电池容量大(18),性价比高(10),续航出色(9),运行流畅(9),屏幕效果好(6)",6.7
1150855,5.5,5.1,5.1,8,"外观漂亮(31),手感舒适(18),电池容量大(18),性价比高(10),续航出色(9),运行流畅(9),价格便宜(6)",6.7
1150895,8,8,8,8,外观漂亮(1),10
1151235,7.3,7.4,7.2,7.1,"续航出色(8),运行流畅(6),性价比高(5),外观漂亮(5),屏幕效果好(4),界面简约(2),系统流畅(2)",7.7
1151410,7.7,6.1,5.5,4.4,"续航出色(7),屏幕效果好(4),界面简约(2),外观漂亮(2),系统强悍(1),价格合理(2),界面漂亮(2)",7.8
1151718,7.5,7.1,6.2,6.9,"屏幕效果好(3),机身内存大(1)",7.9
1151797,0,0,0,0,手感舒适(1),8
1151984,6.6,7,7,7,"电池容量大(2),界面漂亮(1),续航出色(1)",8.6
1152222,9.2,9.2,0,0,屏幕大(1),8.9
1152561,5.6,4.5,5.1,2.9,"电池容量大(12),外观漂亮(11),续航出色(10),性价比高(5),手感舒适(4),运行流畅(4),屏幕大(2)",6.6
1152771,6.9,6.3,5.2,2.9,"续航出色(30),性价比高(26),运行流畅(18),外观漂亮(18),价格便宜(9),电池容量大(9),信号好(4)",7.2
1153106,0,0,0,0,"",0
1153152,7.7,8,0,0,"游戏完美运行(2),价格实惠(2),性能强悍(2),游戏运行流畅(1),速度流畅(1),性价比较高(1)",8.7
1153157,8.4,8.4,0,0,"性能强悍(4),屏幕大(2),屏幕清晰(1),手感舒适(1),游戏完美运行(1),外观漂亮(1)",8.7
1153168,8.4,8.4,0,0,"性能强悍(4),屏幕大(2),手感舒适(1),游戏完美运行(1),外观漂亮(1),屏幕清晰(1)",8.7
1153206,8.5,7.2,7.8,4,"续航出色(24),运行流畅(12),外观漂亮(9),手感舒适(5),音色音质好(4),电池容量大(4),信号好(4)",8.9
1153368,8,6.4,8,8,"",9.6
1153856,7.7,8,0,0,"性能强悍(2),游戏完美运行(2),价格实惠(2),游戏运行流畅(1),速度流畅(1),性价比较高(1)",8.7
1153995,5.1,5.1,4.9,8,"外观漂亮(60),手感舒适(47),运行流畅(29),性价比高(28),电池容量大(19),屏幕大(17),屏幕效果好(17)",6.3
1154210,5.1,5.2,5.5,2,"外观漂亮(6),屏幕效果好(4),性能好(3),屏幕大(3),性价比高(1)",5.7
1154261,6.7,4.6,6.5,6.2,"外观漂亮(3),续航出色(2),处理器不错(2),手感舒适(1)",7.5
1154344,4.1,4.2,3.9,4.7,"屏幕效果细腻(8),手感舒适(7),运行流畅(5),外观圆润(5),屏幕效果好(4),外观漂亮(4),屏幕反应灵敏(2)",5.6
1154461,7.9,7.4,8.4,8,"外观漂亮(36),手感舒适(15),运行流畅(13),成像效果好(13),性能好(11),屏幕大(8),屏幕效果好(8)",8
